smiles,pchembl_value,standard_type,type,value
COc1ccc(CCNc2cc3nc(-c4ccco4)nn3c(N)n2)cc1,8.24,Ki,Ki,5.8
COc1ccc(CCN(C)c2cc3nc(-c4ccco4)nn3c(N)n2)cc1,8.74,Ki,Ki,1.8
COc1ccc(CCSc2cc3nc(-c4ccco4)nn3c(N)n2)cc1,8.8,Ki,Ki,1.6
COc1ccc(CCCc2cc3nc(-c4ccco4)nn3c(N)n2)cc1,7.94,Ki,Ki,11.5
COc1ccc(CN(C)c2cc3nc(-c4ccco4)nn3c(N)n2)cc1,7.34,Ki,Ki,46.0
COc1ccc(CCCN(C)c2cc3nc(-c4ccco4)nn3c(N)n2)cc1,8.24,Ki,Ki,5.7
CN(CCc1ccc(F)cc1)c1cc2nc(-c3ccco3)nn2c(N)n1,8.7,Ki,Ki,2.0
CCN(CCc1ccc(F)cc1)c1cc2nc(-c3ccco3)nn2c(N)n1,8.52,Ki,Ki,3.0
COCCN(CCc1ccc(F)cc1)c1cc2nc(-c3ccco3)nn2c(N)n1,9.0,Ki,Ki,1.0
Nc1nc(OCCN2CCN(c3ccc(F)cc3F)CC2)cc2nc(-c3ccco3)nn12,8.22,Ki,Ki,6.0
COCCOc1ccc(N2CCN(CCOc3cc4nc(-c5ccco5)nn4c(N)n3)CC2)cc1,8.55,Ki,Ki,2.8
Nc1nc(SCCN2CCN(c3ccc(F)cc3F)CC2)cc2nc(-c3ccco3)nn12,8.85,Ki,Ki,1.4
COCCOc1ccc(N2CCN(CCSc3cc4nc(-c5ccco5)nn4c(N)n3)CC2)cc1,8.82,Ki,Ki,1.5
Nc1nc(NCCN2CCN(c3ccc(F)cc3F)CC2)cc2nc(-c3ccco3)nn12,8.82,Ki,Ki,1.5
COCCOc1ccc(N2CCN(CCNc3cc4nc(-c5ccco5)nn4c(N)n3)CC2)cc1,8.02,Ki,Ki,9.5
CN(CCN1CCN(c2ccc(F)cc2F)CC1)c1cc2nc(-c3ccco3)nn2c(N)n1,9.0,Ki,Ki,1.0
COCCOc1ccc(N2CCN(CCN(C)c3cc4nc(-c5ccco5)nn4c(N)n3)CC2)cc1,8.6,Ki,Ki,2.5
CCN(CCN1CCN(c2ccc(F)cc2F)CC1)c1cc2nc(-c3ccco3)nn2c(N)n1,9.05,Ki,Ki,0.9
CCN(CCN1CCN(c2ccc(OCCOC)cc2)CC1)c1cc2nc(-c3ccco3)nn2c(N)n1,8.82,Ki,Ki,1.5
COCCN(CCN1CCN(c2ccc(F)cc2F)CC1)c1cc2nc(-c3ccco3)nn2c(N)n1,9.3,Ki,Ki,0.5
COCCOc1ccc(N2CCN(CCN(CCOC)c3cc4nc(-c5ccco5)nn4c(N)n3)CC2)cc1,9.15,Ki,Ki,0.7
Nc1nc(N(CCN2CCN(c3ccc(F)cc3F)CC2)CC2CC2)cc2nc(-c3ccco3)nn12,9.52,Ki,Ki,0.3
COCCOc1ccc(N2CCN(CCN(CC3CC3)c3cc4nc(-c5ccco5)nn4c(N)n3)CC2)cc1,9.1,Ki,Ki,0.8
COCCOc1ccc(N2CCN(CCOc3cc4nc(-c5ccc(Cl)o5)nn4c(N)n3)CC2)cc1,7.4,Ki,Ki,40.0
COCCOc1ccc(N2CCN(CCN(C)c3cc4nc(-c5ccccc5)nn4c(N)n3)CC2)cc1,7.6,Ki,Ki,25.0
CN(CCN1CCN(c2ccc(F)cc2F)CC1)c1cc2nc(-c3cccc(C#N)c3)nn2c(N)n1,8.74,Ki,Ki,1.8
COCCOc1ccc(N2CCN(CCN(C)c3cc4nc(-c5cccc(C#N)c5)nn4c(N)n3)CC2)cc1,9.15,Ki,Ki,0.7
CN(CCN1CCN(c2ccc(F)cc2F)CC1)c1cc2nc(-c3cnco3)nn2c(N)n1,9.52,Ki,Ki,0.3
Cc1nccnc1-c1nc2cc(N(C)CCN3CCN(c4ccc(F)cc4F)CC3)nc(N)n2n1,9.52,Ki,Ki,0.3
COc1cncc(-c2cc(NC(C)=O)nc(-n3nc(C)cc3C)n2)c1,8.64,Ki,Ki,2.3
COc1cncc(-c2cc(NC(C)=O)nc(-n3nc(C)cc3C)n2)c1,7.07,IC50,IC50,85.0
CC(=O)Nc1cc(-c2ccccc2O)nc(-n2nc(C)cc2C)n1,8.72,Ki,Ki,1.9
COC[C@H]1CCCN1c1cc(NC(C)=O)nc(-c2ccc(C)o2)n1,8.57,Ki,Ki,2.7
CC(=O)Nc1cc(N2CCc3ccccc3C2)nc(-n2nc(C)cc2C)n1,8.38,Ki,Ki,4.2
COC[C@H]1CCCN1c1cc(NC(C)=O)nc(-n2nc(C)cc2C)n1,8.33,Ki,Ki,4.7
CCC(=O)Nc1cc(N2CCC[C@@H]2COC)nc(-n2nc(C)cc2C)n1,8.23,Ki,Ki,5.9
COC[C@H]1C[C@H](OC)CN1c1cc(NC(C)=O)nc(-n2nc(C)cc2C)n1,8.12,Ki,Ki,7.5
COCC1CCCN1c1cc(NC(C)=O)nc(-n2nc(C)cc2C)n1,8.05,Ki,Ki,9.0
CC(=O)Nc1cc(N2CCCC2=O)nc(-n2nc(C)cc2C)n1,7.92,Ki,Ki,12.0
COC[C@@H]1CCCN1c1cc(NC(C)=O)nc(-c2nccs2)n1,7.82,Ki,Ki,15.0
COC[C@H]1CCCN1c1cc(NC(=O)OC)nc(-n2nc(C)cc2C)n1,7.72,Ki,Ki,19.0
COC[C@H]1CCCN1c1cc(NC(C)=O)nc(-c2nccs2)n1,7.7,Ki,Ki,20.0
COC[C@H]1C[C@@H](OC)CN1c1cc(NC(C)=O)nc(-n2nc(C)cc2C)n1,7.64,Ki,Ki,23.0
CC(=O)Nc1cc(N2CCC[C@H]2CO)nc(-n2nc(C)cc2C)n1,7.59,Ki,Ki,25.8
CCCC1CCN(c2cc(NC(C)=O)nc(-n3nc(C)cc3C)n2)C1,7.58,Ki,Ki,26.0
COC[C@@H]1CCCN1c1cc(NC(C)=O)nc(-c2cccs2)n1,7.57,Ki,Ki,27.0
CC(=O)Nc1cc(N2CCCC2C)nc(-n2nc(C)cc2C)n1,7.55,Ki,Ki,28.0
CC(=O)Nc1cc(N2CCC[C@@H]2COc2ccccn2)nc(-n2nc(C)cc2C)n1,7.4,Ki,Ki,40.0
COC[C@H]1CCCN1c1cc(NC(=O)NC(C)C)nc(-n2nc(C)cc2C)n1,7.37,Ki,Ki,43.0
COC[C@H]1CCCN1c1cc(NC(C)=O)nc(-c2ccccn2)n1,7.34,Ki,Ki,46.0
COC[C@@H]1CCC(C)N1c1cc(NC(C)=O)nc(-n2nc(C)cc2C)n1,7.33,Ki,Ki,47.0
COC[C@H]1CCCN1c1cc(NC(C)=O)nc(-c2cccs2)n1,7.33,Ki,Ki,47.0
COC[C@@H]1CCCN1c1cc(NC(C)=O)nc(-c2ccccn2)n1,7.3,Ki,Ki,50.0
COC[C@H]1CCCN1c1cc(NC(=O)CC(C)C)nc(-n2nc(C)cc2C)n1,7.3,Ki,Ki,50.0
CC(=O)Nc1cc(N2CCCCC2)nc(-n2nc(C)cc2C)n1,7.11,Ki,Ki,78.0
CCN(CC)c1cc(NC(C)=O)nc(-n2nc(C)cc2C)n1,7.04,Ki,Ki,92.0
CC(=O)Nc1cc(N2CCCC2)nc(-n2nc(C)cc2C)n1,6.96,Ki,Ki,110.0
COC[C@@H]1CCCN1c1cc(NC(C)=O)nc(-c2ccc(C)o2)n1,6.92,Ki,Ki,119.0
COC(=O)[C@H]1CCCN1c1cc(NC(C)=O)nc(-n2nc(C)cc2C)n1,6.69,Ki,Ki,205.0
COC[C@H]1CCCN1c1cc(N)nc(-n2nc(C)cc2C)n1,6.58,Ki,Ki,261.0
COCC[C@@H]1CCCCN1c1cc(NC(C)=O)nc(-n2nc(C)cc2C)n1,6.56,Ki,Ki,275.0
CC(=O)Nc1cc(N2CCOCC2)nc(-n2nc(C)cc2C)n1,6.5,Ki,Ki,313.0
COC[C@@H]1CCCN1c1cc(NC(C)=O)nc(-n2nc(C)cc2C)n1,6.49,Ki,Ki,324.0
CC(=O)Nc1cc(N2CCC[C@H]2COc2ccccn2)nc(-n2nc(C)cc2C)n1,6.36,Ki,Ki,439.0
CCOCC1CCCN1c1cc(NC(C)=O)nc(-n2nc(C)cc2C)n1,6.34,Ki,Ki,455.0
CC(=O)Nc1cc(N2CCN(C)CC2)nc(-n2nc(C)cc2C)n1,5.73,Ki,Ki,1867.0
CC(=O)Nc1cc(N2CCCC2=O)nc(-n2nc(C)cc2C)n1,6.0,IC50,IC50,1000.0
COC[C@H]1CCCN1c1cc(NC(C)=O)nc(-n2nc(C)cc2C)n1,7.07,IC50,IC50,85.0
Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12,9.4,Ki,Ki,0.4
COc1ccc(N2CCN(CCn3cnc4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1,10.0,Ki,Ki,0.1
CC(C)c1nc(-c2nccs2)c2sccc2n1,8.85,Ki,Ki,1.4
CCCCc1nc(N)c2nc(-n3nccn3)n(C)c2n1,8.18,Ki,Ki,6.6
Nc1nc(-c2ccco2)c2ncn(C(=O)NCc3ccccc3)c2n1,8.96,Ki,Ki,1.1
Nc1nc(CN[C@H]2CCCN2Cc2ccnc(Cl)c2)nc2nc(-c3ccco3)nn12,8.4,Ki,Ki,4.0
Nc1nc2c(cnn2CCc2ccc(S(=O)(=O)N(CCO)CCO)cc2)c2nc(-c3ccco3)nn12,9.92,Ki,Ki,0.12
CSc1c2c(nc(N)n3nc(-c4ccco4)nc23)nn1C,8.92,Ki,Ki,1.2
COc1cccc(-c2nc(Cc3ccc(C)c(C)c3)n[nH]2)c1,7.7,Ki,Ki,20.0
Nc1nc2c(NCc3ccccc3)cccc2n2c(=O)n(-c3ccccc3)nc12,8.19,Ki,Ki,6.5
Nc1nc(N2CCN3C[C@@H](COc4cccc(F)c4)CC[C@H]3C2)nc2nc(-c3ccco3)nn12,9.7,Ki,Ki,0.2
CC(O)(C#Cc1cn2nc(-c3ccco3)nc2c(N)n1)Cc1ccncc1,8.96,Ki,Ki,1.1
CC(C)(C)OC(=O)N1CCN(c2cccc(-c3cc4nc(-c5ccco5)nn4c(N)n3)c2)CC1,9.3,Ki,Ki,0.5
COc1ccccc1-c1cc2nc(-c3ccco3)nn2c(N)n1,8.37,Ki,Ki,4.3
Nc1nc(C(=O)NCCc2ccc(O)cc2)cn2nc(-c3ccco3)nc12,9.0,Ki,Ki,1.0
CC(C)c1ccc2c(c1)-c1nc(N)nc(-c3ccc(Br)o3)c1C2,9.1,Ki,Ki,0.8
Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12,9.1,Ki,Ki,0.8
Nc1nc2c(cnn2CCc2ccccc2)c2nc(-c3ccco3)nn12,9.22,Ki,Ki,0.6
N#Cc1c(-c2ccccc2)cc(-c2ccco2)nc1N,7.96,Ki,Ki,11.0
CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n(CCC)c1=O,6.89,Ki,Ki,130.0
OC[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)ncnc32)[C@H](O)[C@@H]1O,5.77,Ki,Ki,1700.0
Cc1cccc(-c2cc(-c3ccccc3)nc(N)c2C#N)c1,6.89,Ki,Ki,130.0
N#Cc1c(-c2cccc(OC(F)(F)F)c2)cc(-c2ccccc2)nc1N,7.24,Ki,Ki,58.0
COc1ccc(-c2cc(-c3ccccc3)nc(N)c2C#N)cc1OC,6.8,Ki,Ki,160.0
N#Cc1c(-c2ccccc2)cc(-c2ccccc2)nc1N,6.89,Ki,Ki,130.0
Cc1cccc(-c2cc(-c3ccco3)nc(N)c2C#N)c1,6.85,Ki,Ki,140.0
N#Cc1c(-c2ccc(O)cc2)cc(-c2ccco2)nc1N,7.39,Ki,Ki,41.0
N#Cc1c(-c2ccc3c(c2)OCO3)cc(-c2ccco2)nc1N,7.58,Ki,Ki,26.0
COc1ccc(-c2cc(-c3ccco3)nc(N)c2C#N)cc1OC,7.04,Ki,Ki,92.0
COc1ccc(-c2cc(-c3ccco3)nc(N)c2C#N)cc1,7.39,Ki,Ki,41.0
N#Cc1c(-c2ccc(Cl)c(Cl)c2)cc(-c2ccco2)nc1N,6.72,Ki,Ki,190.0
N#Cc1c(-c2ccc(Cl)cc2)cc(-c2ccco2)nc1N,6.85,Ki,Ki,140.0
Cc1ccc(-c2cc(-c3ccco3)nc(N)c2C#N)o1,7.82,Ki,Ki,15.0
N#Cc1c(-c2ccco2)cc(-c2ccco2)nc1N,9.0,Ki,Ki,1.0
N#Cc1c(-c2cccs2)cc(-c2ccccc2)nc1N,7.27,Ki,Ki,54.0
N#Cc1c(-c2ccco2)cc(-c2cccs2)nc1N,7.92,Ki,Ki,12.0
N#Cc1c(-c2ccccc2)cc(-c2ccc[nH]2)nc1N,6.19,Ki,Ki,640.0
N#Cc1c(-c2ccccc2)cc(-c2cccs2)nc1N,7.06,Ki,Ki,88.0
N#Cc1c(-c2cccs2)cc(-c2ccco2)nc1N,8.85,Ki,Ki,1.4
N#Cc1c(-c2cccs2)cc(-c2cccs2)nc1N,7.5,Ki,Ki,32.0
N#Cc1c(-c2ccco2)cc(-c2ccccc2)nc1N,7.72,Ki,Ki,19.0
N#Cc1c(-c2ccco2)cc(-c2ccco2)nc1N,9.87,Kd,pA2,9.87
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,7.64,IC50,IC50,23.0
Cc1cccc(-n2cc3c(n2)c(NC(=O)c2ccccc2)nc2ccccc23)c1,5.57,Ki,Ki,2680.0
Nc1nc(-c2ccccc2)nc2c1nnn2Cc1ccccc1,6.83,Ki,Ki,147.0
O=C(Nc1nc(-c2ccccc2)nc2c1nnn2Cc1ccccc1)C1CC1,6.96,Ki,Ki,110.0
O=C(Nc1nc(-c2ccccc2)nc2c1nnn2Cc1ccccc1)C1CCC1,6.92,Ki,Ki,119.0
O=C(Nc1nc(-c2ccccc2)nc2c1nnn2Cc1ccccc1)c1cccs1,6.52,Ki,Ki,305.0
O=C(Nc1nc(-c2ccccc2)nc2c1nnn2Cc1ccccc1)c1ccco1,6.24,Ki,Ki,573.0
O=C(Nc1nc(-c2ccccc2)nc2c1nnn2Cc1ccccc1)c1ccoc1,6.79,Ki,Ki,161.0
Nc1ccccc1C(=O)Nc1nc(-c2ccccc2)nc2c1nnn2Cc1ccccc1,6.53,Ki,Ki,297.0
O=C(c1ccccc1)c1sc(NCCc2cccs2)nc1-c1ccco1,7.92,Ki,Ki,12.0
O=C(c1ccccc1)c1sc(NCc2ccco2)nc1-c1ccco1,7.37,Ki,Ki,43.0
O=C(c1ccccc1)c1sc(NCc2cccs2)nc1-c1ccco1,7.27,Ki,Ki,54.0
O=C(c1ccccc1)c1sc(NCCc2ccc3c(c2)OCO3)nc1-c1ccco1,7.21,Ki,Ki,61.0
O=C(c1ccccc1)c1sc(NCc2ccc(F)c(F)c2)nc1-c1ccco1,7.19,Ki,Ki,64.0
CNc1nc(-c2ccco2)c(C(=O)c2ccccc2)s1,7.17,Ki,Ki,67.0
O=C(c1ccccc1)c1sc(N(Cc2ccccc2)Cc2ccco2)nc1-c1ccco1,7.06,Ki,Ki,88.0
CC(C)CNc1nc(-c2ccco2)c(C(=O)c2ccccc2)s1,7.05,Ki,Ki,89.0
O=C(c1ccccc1)c1sc(NC2CCN(Cc3ccccc3F)CC2)nc1-c1ccco1,6.98,Ki,Ki,105.0
O=C(c1ccccc1)c1sc(NCCCc2ccccc2)nc1-c1ccco1,6.98,Ki,Ki,105.0
COC(C)CNc1nc(-c2ccco2)c(C(=O)c2ccccc2)s1,6.81,Ki,Ki,154.0
CN(Cc1ccco1)c1nc(-c2ccco2)c(C(=O)c2ccccc2)s1,6.8,Ki,Ki,160.0
COCCNc1nc(-c2ccco2)c(C(=O)c2ccccc2)s1,6.71,Ki,Ki,195.0
CC(=O)NCCNc1nc(-c2ccco2)c(C(=O)c2ccccc2)s1,6.55,Ki,Ki,281.0
CC(=O)N1CCC(Nc2nc(-c3ccco3)c(C(=O)c3ccccc3)s2)CC1,6.34,Ki,Ki,455.0
CN(Cc1ccccc1)c1nc(-c2ccco2)c(C(=O)c2ccccc2)s1,5.55,Ki,Ki,2798.0
CN(C)c1nc(-c2ccco2)c(C(=O)c2ccccc2)s1,5.17,Ki,Ki,6818.0
O=C(c1ccccc1)c1sc(N(CCc2cccs2)Cc2ccccc2)nc1-c1ccco1,5.15,Ki,Ki,7140.0
CN(CCc1cccs1)c1nc(-c2ccco2)c(C(=O)c2ccccc2)s1,5.09,Ki,Ki,8170.0
CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccccc5)CC4)cc3)[nH]c2c1=O,6.32,Ki,Ki,484.0
CCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccccc5)CC4)cc3)[nH]c2c1=O,6.82,Ki,Ki,152.0
CCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccc(Cl)cc5)CC4)cc3)[nH]c2c1=O,8.19,Ki,Ki,6.49
CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccc(Cl)cc5)CC4)cc3)[nH]c2c1=O,6.48,Ki,Ki,333.0
CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5cccc(Cl)c5)CC4)cc3)[nH]c2c1=O,6.79,Ki,Ki,161.0
CCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccc(F)cc5)CC4)cc3)[nH]c2c1=O,7.04,Ki,Ki,92.0
CCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5cccc(F)c5)CC4)cc3)[nH]c2c1=O,6.84,Ki,Ki,144.0
CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5cccc(F)c5)CC4)cc3)[nH]c2c1=O,6.56,Ki,Ki,278.0
CCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccc(C(F)(F)F)cc5)CC4)cc3)[nH]c2c1=O,7.64,Ki,Ki,22.7
CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccc(C(F)(F)F)cc5)CC4)cc3)[nH]c2c1=O,6.84,Ki,Ki,145.0
CCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5cccc(C(F)(F)F)c5)CC4)cc3)[nH]c2c1=O,7.16,Ki,Ki,69.4
CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5cccc(C(F)(F)F)c5)CC4)cc3)[nH]c2c1=O,6.51,Ki,Ki,306.0
CCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccc(OC)cc5)CC4)cc3)[nH]c2c1=O,6.63,Ki,Ki,236.0
CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccc(OC)cc5)CC4)cc3)[nH]c2c1=O,6.48,Ki,Ki,328.0
CCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccc6c(c5)OCO6)CC4)cc3)[nH]c2c1=O,6.99,Ki,Ki,102.0
CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccc6c(c5)OCO6)CC4)cc3)[nH]c2c1=O,6.95,Ki,Ki,112.0
CCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(c5ccc(Cl)cc5)CC4)cc3)[nH]c2c1=O,7.32,Ki,Ki,48.4
CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(c5ccc(OC)cc5)CC4)cc3)[nH]c2c1=O,5.43,Ki,Ki,3720.0
CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(CCc5ccccc5)CC4)cc3)[nH]c2c1=O,6.57,Ki,Ki,271.0
CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)NC4CCN(Cc5ccccc5)CC4)cc3)[nH]c2c1=O,7.03,Ki,Ki,94.5
Cn1c(=O)c2nc[nH]c2n(C)c1=O.O,5.38,Ki,Ki,4200.0
CC(=O)NCCNc1nc(-c2ccccc2)nc2[nH]c(C(=O)N3CCN(CCCc4ccccc4)CC3)cc12,6.48,Ki,Ki,328.0
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(C#N)cc4)cc3)nc2n(CCC)c1=O,6.3,Ki,Ki,503.0
Cn1c(=O)c2[nH]c(-c3ccc(OC(C)(C)C(=O)N4CCN(c5nc6cc(Cl)ccc6s5)CC4)cc3)nc2n(C)c1=O,5.0,Ki,Ki,10000.0
CCCn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)nc2n(CC)c1=O,5.48,Ki,Ki,3280.0
CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccccc5)CC4)cc3)[nH]c2c1=O,6.32,Ki,Ki,484.0
CCCn1c(=O)[nH]c(=O)c2nc[nH]c21,4.5,Ki,Ki,32000.0
Cn1c(=O)c2[nH]c(-c3ccc(COC(=O)Nc4ccccc4)cc3)cc2n(C)c1=O,7.46,Ki,Ki,34.7
Cn1c(=O)c2[nH]c(-c3ccc(COC(=O)Nc4ccc(F)cc4)cc3)cc2n(C)c1=O,7.14,Ki,Ki,72.4
Cn1c(=O)c2[nH]c(-c3ccc(COC(=O)Nc4ccsc4)cc3)cc2n(C)c1=O,7.98,Ki,Ki,10.5
Cn1c(=O)c2[nH]c(-c3ccc(COC(=O)Nc4cccs4)cc3)cc2n(C)c1=O,7.82,Ki,Ki,15.1
Cn1c(=O)c2[nH]c(-c3ccc(COC(=O)Nc4ccccn4)cc3)cc2n(C)c1=O,6.31,Ki,Ki,490.0
Cn1c(=O)c2[nH]c(-c3ccc(COC(=O)Nc4ccco4)cc3)cc2n(C)c1=O,7.74,Ki,Ki,18.2
Cn1c(=O)c2[nH]c(-c3ccc(COC(=O)N4CCN(c5ccccc5)CC4)cc3)cc2n(C)c1=O,6.88,Ki,Ki,132.0
Cn1c(=O)c2[nH]c(-c3ccc(COC(=O)N4CCc5ccccc5C4)cc3)cc2n(C)c1=O,7.36,Ki,Ki,43.7
Cn1c(=O)c2[nH]c(-c3ccc(COC(=O)NCc4ccccc4)cc3)cc2n(C)c1=O,6.0,Ki,Ki,1000.0
CCCn1c(=O)c2[nH]c(-c3ccc(COC(=O)Nc4ccccc4)cc3)cc2n(CCC)c1=O,7.54,Ki,Ki,28.8
CCCn1c(=O)c2[nH]c(-c3ccc(COC(=O)Nc4ccc(F)cc4)cc3)cc2n(CCC)c1=O,6.93,Ki,Ki,118.0
CCCn1c(=O)c2[nH]c(-c3ccc(COC(=O)Nc4ccsc4)cc3)cc2n(CCC)c1=O,5.48,Ki,Ki,3311.0
CCCn1c(=O)c2[nH]c(-c3ccc(COC(=O)Nc4cccs4)cc3)cc2n(CCC)c1=O,5.65,Ki,Ki,2240.0
CCCn1c(=O)c2[nH]c(-c3ccc(COC(=O)Nc4cnccn4)cc3)cc2n(CCC)c1=O,7.45,Ki,Ki,35.5
CCCn1c(=O)c2[nH]c(-c3ccc(COC(=O)Nc4ccon4)cc3)cc2n(CCC)c1=O,7.66,Ki,Ki,21.9
CCCn1c(=O)c2[nH]c(-c3ccc(COC(=O)Nc4cc[nH]n4)cc3)cc2n(CCC)c1=O,8.0,Ki,Ki,10.0
CCCn1c(=O)c2[nH]c(-c3ccc(COC(=O)N4CCN(c5ccccc5)CC4)cc3)cc2n(CCC)c1=O,6.35,Ki,Ki,447.0
CCCn1c(=O)c2[nH]c(-c3ccc(COC(=O)N4CCN(c5cccc(Cl)c5)CC4)cc3)cc2n(CCC)c1=O,7.55,Ki,Ki,28.2
CCCn1c(=O)c2[nH]c(-c3ccc(COC(=O)N4CCN(c5ccc(F)cc5)CC4)cc3)cc2n(CCC)c1=O,7.3,Ki,Ki,50.1
CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,5.27,Ki,Ki,5400.0
CNC(=O)[C@H]1S[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,6.65,Ki,Ki,223.0
O[C@@H]1[C@H](O)CS[C@H]1n1cnc2c(NCc3cccc(I)c3)nc(Cl)nc21,6.47,Ki,Ki,341.0
O[C@@H]1[C@H](O)CO[C@H]1n1cnc2c(NCc3cccc(F)c3)ncnc21,5.18,Ki,Ki,6560.0
O[C@@H]1[C@H](O)CO[C@H]1n1cnc2c(NCc3cccc(Cl)c3)ncnc21,5.47,Ki,Ki,3410.0
O[C@@H]1[C@H](O)CO[C@H]1n1cnc2c(NCc3cccc(Br)c3)ncnc21,5.85,Ki,Ki,1400.0
O[C@@H]1[C@H](O)CO[C@H]1n1cnc2c(NCc3cccc(I)c3)ncnc21,6.0,Ki,Ki,997.0
O[C@@H]1[C@H](O)CO[C@H]1n1cnc2c(NCc3cccc(Cl)c3)nc(Cl)nc21,5.44,Ki,Ki,3630.0
CCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)NN4CCc5ccccc5C4)cc3)nc2n(CCCOC)c1=O,6.64,Ki,pKi,6.64
CCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccon4)cc3)nc2n(CCCOC)c1=O,6.67,Ki,pKi,6.67
CCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(C#N)cc4)cc3)nc2n(CCCOC)c1=O,6.95,Ki,pKi,6.95
CCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(N(C)C)cc4)cc3)nc2n(CCCOC)c1=O,5.75,Ki,pKi,5.75
CCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4nc5ccccc5[nH]4)cc3)nc2n(CCCOC)c1=O,6.69,Ki,pKi,6.69
CCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(C(C)=O)cc4)cc3)nc2n(CCCOC)c1=O,6.83,Ki,pKi,6.83
CCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(O)cc4)cc3)nc2n(CCCOC)c1=O,6.38,Ki,pKi,6.38
CCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4cccnc4)cc3)nc2n(CCCOC)c1=O,6.12,Ki,pKi,6.12
CCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccccn4)cc3)nc2n(CCCOC)c1=O,6.77,Ki,pKi,6.77
CCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(Br)cc4)cc3)nc2n(CCCOC)c1=O,7.01,Ki,pKi,7.01
CCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(F)cc4)cc3)nc2n(CCCOC)c1=O,7.25,Ki,pKi,7.25
CCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccccc4)cc3)nc2n(CCCOC)c1=O,7.06,Ki,pKi,7.06
CCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)NC4CCCC4)cc3)nc2n(CCCOC)c1=O,7.02,Ki,pKi,7.02
CCSCCn1c(=O)c2[nH]c(-c3ccco3)nc2n(CCCOC)c1=O,5.3,Ki,pKi,5.3
CCCn1c(=O)c2[nH]c(-c3ccc[nH]3)nc2n(CCCOC)c1=O,6.4,Ki,pKi,6.4
CCCn1c(=O)c2[nH]c(-c3ccccc3)nc2n(CCCOC)c1=O,6.47,Ki,pKi,6.47
