smiles,pchembl_value,standard_type,type,value
CCn1c(=O)c2[nH]c(-c3ccc[nH]3)nc2n(CCCOC)c1=O,6.68,Ki,pKi,6.68
CCn1c(=O)c2[nH]c(-c3ccc(-c4ccccc4)cc3)nc2n(CCCOC)c1=O,6.28,Ki,pKi,6.28
CCn1c(=O)c2[nH]c(-c3cccs3)nc2n(CCCOC)c1=O,6.66,Ki,pKi,6.66
CCn1c(=O)c2[nH]c(-c3ccco3)nc2n(CCCOC)c1=O,6.31,Ki,pKi,6.31
Nc1nc(NC(=O)c2ccccc2)c([N+](=O)[O-])c(-c2ccco2)n1,6.51,Ki,Ki,308.0
Nc1nc(NC(=O)c2ccncc2)c([N+](=O)[O-])c(-c2ccco2)n1,6.82,Ki,Ki,153.0
Nc1nc(NC(=O)c2ccccc2F)c([N+](=O)[O-])c(-c2ccco2)n1,7.64,Ki,Ki,23.0
COc1ccccc1C(=O)Nc1nc(N)nc(-c2ccco2)c1[N+](=O)[O-],6.77,Ki,Ki,170.0
Nc1nc(NC(=O)c2ccccc2OC(F)(F)F)c([N+](=O)[O-])c(-c2ccco2)n1,7.8,Ki,Ki,16.0
Nc1nc(NC(=O)c2cccnc2)c([N+](=O)[O-])c(-c2ccco2)n1,6.66,Ki,Ki,220.0
COc1ccccc1CC(=O)Nc1nc(N)nc(-c2ccco2)c1[N+](=O)[O-],8.0,Ki,Ki,10.0
Nc1nc(C(=O)NCc2ccccc2)cc(-c2ccco2)n1,8.12,Ki,Ki,7.6
Nc1nc(C(=O)NCc2ccccc2F)cc(-c2ccco2)n1,8.46,Ki,Ki,3.5
Nc1nc(C(=O)NCc2cccc(F)c2)cc(-c2ccco2)n1,8.32,Ki,Ki,4.8
Nc1nc(C(=O)NCc2ccc(F)cc2)cc(-c2ccco2)n1,7.7,Ki,Ki,20.0
Nc1nc(C(=O)NCc2ccccc2Cl)cc(-c2ccco2)n1,8.59,Ki,Ki,2.6
Nc1nc(C(=O)NCc2cccc(Cl)c2)cc(-c2ccco2)n1,8.43,Ki,Ki,3.7
Nc1nc(C(=O)NCc2ccc(Cl)cc2)cc(-c2ccco2)n1,7.76,Ki,Ki,17.5
Cc1ccccc1CNC(=O)c1cc(-c2ccco2)nc(N)n1,8.66,Ki,Ki,2.2
Cc1cccc(CNC(=O)c2cc(-c3ccco3)nc(N)n2)c1,8.59,Ki,Ki,2.6
Cc1ccc(CNC(=O)c2cc(-c3ccco3)nc(N)n2)cc1,8.02,Ki,Ki,9.5
COc1ccccc1CNC(=O)c1cc(-c2ccco2)nc(N)n1,8.46,Ki,Ki,3.5
COc1cccc(CNC(=O)c2cc(-c3ccco3)nc(N)n2)c1,8.21,Ki,Ki,6.1
COc1ccc(CNC(=O)c2cc(-c3ccco3)nc(N)n2)cc1,7.1,Ki,Ki,79.0
Nc1nc(C(=O)NCc2ccccn2)cc(-c2ccco2)n1,8.37,Ki,Ki,4.3
Nc1nc(C(=O)NCc2cccnc2)cc(-c2ccco2)n1,8.03,Ki,Ki,9.4
Nc1nc(C(=O)NCc2ccncc2)cc(-c2ccco2)n1,6.41,Ki,Ki,388.0
Nc1nc(C(=O)NCc2ccco2)cc(-c2ccco2)n1,7.85,Ki,Ki,14.0
Nc1cccc(CNC(=O)c2cc(-c3ccco3)nc(N)n2)n1,8.15,Ki,Ki,7.0
Nc1nc(C(=O)NCc2cccc(CO)n2)cc(-c2ccco2)n1,8.03,Ki,Ki,9.3
COCc1cccc(CNC(=O)c2cc(-c3ccco3)nc(N)n2)n1,8.77,Ki,Ki,1.7
CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,7.44,Ki,Ki,36.0
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)O)cc4)nc32)[C@H](O)[C@@H]1O,7.33,Ki,Ki,0.0462
Cn1c(=O)c2c(ncn2C)n(C)c1=O,4.74,Ki,Ki,18.1
CCCOc1cnc2c(c1)[nH]c1c(=O)n(CCC)c(=O)n(CCC)c12,5.83,Ki,Ki,1.47
CCCOc1cncc2[nH]c3c(=O)n(CCC)c(=O)n(CCC)c3c12,6.79,Ki,Ki,0.164
CCCn1c(=O)c2[nH]c3cnccc3c2n(CCC)c1=O,5.44,Ki,Ki,3.63
CCCn1c(=O)c2[nH]c3cccnc3c2n(CCC)c1=O,6.24,Ki,Ki,0.57
Cn1c(=O)c2[nH]c3cccnc3c2n(C)c1=O,6.05,Ki,Ki,0.893
Cn1c(=O)c2[nH]c3cnccc3c2n(C)c1=O,5.0,Ki,Ki,10.1
O=C(Cc1ccc(-c2ccccc2)cc1)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12,6.59,Ki,pKi(nM),-2.41
O=C(Cc1c(Cl)cccc1Cl)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12,6.73,Ki,pKi(nM),-2.27
O=C(COc1ccc(Cl)cc1)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12,7.57,Ki,pKi(nM),-1.43
O=C(Cc1ccc(Cl)cc1)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12,7.05,Ki,pKi(nM),-1.95
O=C(Cc1cccc(Cl)c1)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12,6.74,Ki,pKi(nM),-2.26
O=C(Cc1ccccc1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12,7.36,Ki,pKi(nM),-1.64
O=C(Cc1ccc2ccccc2c1)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12,7.13,Ki,pKi(nM),-1.87
O=C(Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12)C(c1ccccc1)c1ccccc1,6.49,Ki,pKi(nM),-2.51
O=C(Cc1ccc(F)cc1)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12,6.68,Ki,pKi(nM),-2.32
Cn1cc2c(nc(NC(=O)Cc3c(Cl)cccc3Cl)n3nc(-c4ccco4)nc23)n1,7.34,Ki,pKi(nM),-1.66
CC(C)CCn1cc2c(nc(NC(=O)Cc3c(Cl)cccc3Cl)n3nc(-c4ccco4)nc23)n1,7.73,Ki,pKi(nM),-1.27
Cn1cc2c(nc(NC(=O)Cc3ccc(F)cc3)n3nc(-c4ccco4)nc23)n1,7.27,Ki,pKi(nM),-1.73
CC(C)CCn1cc2c(nc(NC(=O)Cc3ccc(F)cc3)n3nc(-c4ccco4)nc23)n1,8.43,Ki,pKi(nM),-0.57
CC(C)CCn1cc2c(nc(NC(=O)Cc3ccc(C(F)(F)F)cc3)n3nc(-c4ccco4)nc23)n1,8.27,Ki,pKi(nM),-0.73
O=C(Cc1cccc(Cl)c1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12,8.24,Ki,pKi(nM),-0.76
CC(C)CCn1cc2c(nc(NC(=O)Cc3ccc(Cl)cc3)n3nc(-c4ccco4)nc23)n1,8.56,Ki,pKi(nM),-0.44
CC(C)CCn1cc2c(nc(NC(=O)Cc3cccc(Cl)c3)n3nc(-c4ccco4)nc23)n1,8.73,Ki,pKi(nM),-0.27
Cn1cc2c(nc(NC(=O)COc3ccc(Cl)cc3)n3nc(-c4ccco4)nc23)n1,7.41,Ki,pKi(nM),-1.59
CCCCn1cc2c(nc(NC(=O)Cc3ccsc3)n3nc(-c4ccco4)nc23)n1,8.5,Ki,pKi(nM),-0.5
CCCCn1cc2c(nc(NC(=O)Cc3cccs3)n3nc(-c4ccco4)nc23)n1,8.38,Ki,pKi(nM),-0.62
Cn1cc2c(nc(NC(=O)Cc3ccc(C(F)(F)F)cc3)n3nc(-c4ccco4)nc23)n1,7.12,Ki,pKi(nM),-1.88
CCCCn1cc2c(nc(NC(=O)Cc3cccc4ccccc34)n3nc(-c4ccco4)nc23)n1,7.93,Ki,pKi(nM),-1.07
CCCn1cc2c(nc(NC(=O)Cc3ccc4ccccc4c3)n3nc(-c4ccco4)nc23)n1,8.1,Ki,pKi(nM),-0.9
CCCn1cc2c(nc(NC(=O)Cc3cccc4ccccc34)n3nc(-c4ccco4)nc23)n1,7.41,Ki,pKi(nM),-1.59
Cn1cc2c(nc(NC(=O)Cc3cccc4ccccc34)n3nc(-c4ccco4)nc23)n1,7.09,Ki,pKi(nM),-1.91
Cn1cc2c(nc(NC(=O)Cc3ccc4ccccc4c3)n3nc(-c4ccco4)nc23)n1,7.11,Ki,pKi(nM),-1.89
Cn1cc2c(nc(NC(=O)Cc3ccsc3)n3nc(-c4ccco4)nc23)n1,7.5,Ki,pKi(nM),-1.5
Cn1cc2c(nc(NC(=O)Cc3cccs3)n3nc(-c4ccco4)nc23)n1,7.25,Ki,pKi(nM),-1.75
CCn1cc2c(nc(NC(=O)Cc3cccs3)n3nc(-c4ccco4)nc23)n1,7.8,Ki,pKi(nM),-1.2
CCn1cc2c(nc(NC(=O)Cc3ccsc3)n3nc(-c4ccco4)nc23)n1,7.64,Ki,pKi(nM),-1.36
CCn1cc2c(nc(NC(=O)Cc3ccc4ccccc4c3)n3nc(-c4ccco4)nc23)n1,7.74,Ki,pKi(nM),-1.26
CCn1cc2c(nc(NC(=O)Cc3cccc4ccccc34)n3nc(-c4ccco4)nc23)n1,7.13,Ki,pKi(nM),-1.87
O=C(Cc1ccsc1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12,7.89,Ki,pKi(nM),-1.11
O=C(Cc1cccs1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12,8.06,Ki,pKi(nM),-0.94
O=C(Cc1ccc2ccccc2c1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12,7.38,Ki,pKi(nM),-1.62
CC(C)CCn1cc2c(nc(NC(=O)Cc3ccc4ccccc4c3)n3nc(-c4ccco4)nc23)n1,7.8,Ki,pKi(nM),-1.2
COc1ccc(CC(=O)Nc2nc3nn(C)cc3c3nc(-c4ccco4)nn23)cc1,7.2,Ki,pKi(nM),-1.8
CCn1cc2c(nc(NC(=O)Cc3ccc(-c4ccccc4)cc3)n3nc(-c4ccco4)nc23)n1,7.15,Ki,pKi(nM),-1.85
Cn1cc2c(nc(NC(=O)Cc3ccc(Cl)cc3)n3nc(-c4ccco4)nc23)n1,6.81,Ki,pKi(nM),-2.19
CCCn1cc2c(nc(NC(=O)Cc3ccc(-c4ccccc4)cc3)n3nc(-c4ccco4)nc23)n1,7.28,Ki,pKi(nM),-1.72
CCCn1cc2c(nc(NC(=O)C(c3ccccc3)c3ccccc3)n3nc(-c4ccco4)nc23)n1,7.33,Ki,pKi(nM),-1.67
Cn1cc2c(nc(NC(=O)Cc3cccc(Cl)c3)n3nc(-c4ccco4)nc23)n1,7.52,Ki,pKi(nM),-1.48
CCCCn1cc2c(nc(NC(=O)Cc3ccc(-c4ccccc4)cc3)n3nc(-c4ccco4)nc23)n1,7.4,Ki,pKi(nM),-1.6
CCCCn1cc2c(nc(NC(=O)C(c3ccccc3)c3ccccc3)n3nc(-c4ccco4)nc23)n1,6.94,Ki,pKi(nM),-2.06
O=C(Cc1ccc(-c2ccccc2)cc1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12,7.33,Ki,pKi(nM),-1.67
O=C(Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12)C(c1ccccc1)c1ccccc1,7.27,Ki,pKi(nM),-1.73
CC(C)CCn1cc2c(nc(NC(=O)Cc3ccc(-c4ccccc4)cc3)n3nc(-c4ccco4)nc23)n1,8.04,Ki,pKi(nM),-0.96
CC(C)CCn1cc2c(nc(NC(=O)C(c3ccccc3)c3ccccc3)n3nc(-c4ccco4)nc23)n1,6.8,Ki,pKi(nM),-2.2
Cn1cc2c(nc(NC(=O)Cc3ccc(-c4ccccc4)cc3)n3nc(-c4ccco4)nc23)n1,6.71,Ki,pKi(nM),-2.29
Cn1cc2c(nc(NC(=O)C(c3ccccc3)c3ccccc3)n3nc(-c4ccco4)nc23)n1,6.67,Ki,pKi(nM),-2.33
O=C(Cc1cccc2ccccc12)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12,6.52,Ki,pKi(nM),-2.48
CC(C)CCn1cc2c(nc(NC(=O)CCCNC(=O)OC(C)(C)C)n3nc(-c4ccco4)nc23)n1,6.53,Ki,pKi(nM),-2.47
CC(C)(C)OC(=O)NCCCC(=O)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12,6.54,Ki,pKi(nM),-2.46
O=C(Nc1cccc(Cl)c1)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12,6.7,Ki,pKi(nM),-2.3
O=C(Nc1cccc(Cl)c1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12,6.98,Ki,pKi(nM),-2.02
Nc1nc2nn(CCc3c(Br)cc(Br)cc3Br)cc2c2nc(-c3ccco3)nn12,6.46,Ki,pKi(nM),-2.54
CC(C)=CCn1cc2c(nc(NC(=O)Nc3cccc(Cl)c3)n3nc(-c4ccco4)nc23)n1,6.96,Ki,pKi(nM),-2.04
CC(C)CCn1cc2c(nc(NC(=O)Nc3cccc(Cl)c3)n3nc(-c4ccco4)nc23)n1,6.94,Ki,pKi(nM),-2.06
COc1ccc(NC(=O)Nc2nc3nn(CCC(C)C)cc3c3nc(-c4ccco4)nn23)cc1,7.19,Ki,pKi(nM),-1.81
Nc1nc2n[nH]cc2c2nc(-c3ccco3)nn12,7.7,Ki,pKi(nM),-1.3
CCCCn1cc2c(nc(NC(=O)Nc3cccc(Cl)c3)n3nc(-c4ccco4)nc23)n1,7.02,Ki,pKi(nM),-1.98
CCCCn1cc2c(nc(NC(=O)Nc3ccc(OC)cc3)n3nc(-c4ccco4)nc23)n1,7.1,Ki,pKi(nM),-1.9
CCCCn1cc2c(nc(NC(=O)Nc3ccc(S(=O)(=O)O)cc3)n3nc(-c4ccco4)nc23)n1,6.45,Ki,pKi(nM),-2.55
CCCn1cc2c(nc(NC(=O)Nc3ccc(S(=O)(=O)O)cc3)n3nc(-c4ccco4)nc23)n1,6.52,Ki,pKi(nM),-2.48
CCn1cc2c(nc(NC(=O)Nc3ccc(S(=O)(=O)O)cc3)n3nc(-c4ccco4)nc23)n1,6.6,Ki,pKi(nM),-2.4
Cn1cc2c(nc(NC(=O)Nc3ccc(S(=O)(=O)O)cc3)n3nc(-c4ccco4)nc23)n1,6.23,Ki,pKi(nM),-2.77
CCCn1cc2c(nc(NC(=O)Nc3ccccc3)n3nc(-c4ccco4)nc23)n1,7.21,Ki,pKi(nM),-1.79
CCn1cc2c(nc(NC(=O)Nc3ccccc3)n3nc(-c4ccco4)nc23)n1,7.4,Ki,pKi(nM),-1.6
CCCCn1cc2c(nc(NC(=O)Nc3cccc(OC)c3)n3nc(-c4ccco4)nc23)n1,7.02,Ki,pKi(nM),-1.98
CCCCn1cc2c(nc(NC(=O)Nc3ccccc3OC)n3nc(-c4ccco4)nc23)n1,7.04,Ki,pKi(nM),-1.96
CCCCn1cc2c(nc(NC(=O)Nc3ccc(C(F)(F)F)cc3)n3nc(-c4ccco4)nc23)n1,7.51,Ki,pKi(nM),-1.49
CCCCn1cc2c(nc(NC(=O)Nc3ccc(F)cc3)n3nc(-c4ccco4)nc23)n1,7.3,Ki,pKi(nM),-1.7
CCCCn1cc2c(nc(NC(=O)Nc3ccc(Br)cc3)n3nc(-c4ccco4)nc23)n1,7.18,Ki,pKi(nM),-1.82
CCCCn1cc2c(nc(NC(=O)Nc3ccc(C)cc3)n3nc(-c4ccco4)nc23)n1,7.62,Ki,pKi(nM),-1.38
CCCn1cc2c(nc(NC(=O)Nc3ccc(C(F)(F)F)cc3)n3nc(-c4ccco4)nc23)n1,7.47,Ki,pKi(nM),-1.53
CCCn1cc2c(nc(NC(=O)Nc3ccc(F)cc3)n3nc(-c4ccco4)nc23)n1,7.38,Ki,pKi(nM),-1.62
CCCn1cc2c(nc(NC(=O)Nc3ccc(Br)cc3)n3nc(-c4ccco4)nc23)n1,7.3,Ki,pKi(nM),-1.7
CCCn1cc2c(nc(NC(=O)Nc3ccc(C)cc3)n3nc(-c4ccco4)nc23)n1,7.92,Ki,pKi(nM),-1.08
CCn1cc2c(nc(NC(=O)Nc3ccc(C(F)(F)F)cc3)n3nc(-c4ccco4)nc23)n1,7.28,Ki,pKi(nM),-1.72
CCn1cc2c(nc(NC(=O)Nc3ccc(F)cc3)n3nc(-c4ccco4)nc23)n1,7.22,Ki,pKi(nM),-1.78
CCn1cc2c(nc(NC(=O)Nc3ccc(Br)cc3)n3nc(-c4ccco4)nc23)n1,7.4,Ki,pKi(nM),-1.6
CCn1cc2c(nc(NC(=O)Nc3ccc(C)cc3)n3nc(-c4ccco4)nc23)n1,7.52,Ki,pKi(nM),-1.48
COc1ccc(CC(=O)Nc2nc3nn(CCCc4ccccc4)cc3c3nc(-c4ccco4)nn23)cc1,8.05,Ki,pKi(nM),-0.95
O=C(COc1ccc(Cl)cc1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12,7.5,Ki,pKi(nM),-1.5
CC(C)CCn1cc2c(nc(NC(=O)COc3ccc(Cl)cc3)n3nc(-c4ccco4)nc23)n1,7.79,Ki,pKi(nM),-1.21
COc1ccc(CC(=O)Nc2nc3nn(CCC(C)C)cc3c3nc(-c4ccco4)nn23)cc1,8.71,Ki,pKi(nM),-0.29
Cn1cc2c(nc(NC(=O)COc3ccccc3)n3nc(-c4ccco4)nc23)n1,7.82,Ki,pKi(nM),-1.18
CCCCn1cc2c(nc(NC(=O)Cc3ccc4ccccc4c3)n3nc(-c4ccco4)nc23)n1,8.1,Ki,pKi(nM),-0.9
CC(C)CCn1cc2c(nc(NC(=O)Cc3ccsc3)n3nc(-c4ccco4)nc23)n1,8.41,Ki,pKi(nM),-0.59
CC(C)CCn1cc2c(nc(NC(=O)Cc3cccs3)n3nc(-c4ccco4)nc23)n1,8.69,Ki,pKi(nM),-0.31
CCn1cc2c(nc(NC(=O)C(c3ccccc3)c3ccccc3)n3nc(-c4ccco4)nc23)n1,6.88,Ki,pKi(nM),-2.12
COc1ccc(NC(=O)Nc2nc3nn(CCCc4ccccc4)cc3c3nc(-c4ccco4)nn23)cc1,6.0,Ki,pKi(nM),-3.0
COc1ccc(NC(=O)Nc2nc3nn(CCc4ccccc4)cc3c3nc(-c4ccco4)nn23)cc1,6.92,Ki,pKi(nM),-2.08
Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12,9.8,Ki,pKi(nM),0.8
Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12,9.47,Ki,pKi(nM),0.47
CCCn1cc2c(nc(N)n3nc(-c4ccco4)nc23)n1,8.6,Ki,pKi(nM),-0.4
CCn1cc2c(nc(N)n3nc(-c4ccco4)nc23)n1,8.71,Ki,pKi(nM),-0.29
COc1ccc(NC(=O)Nc2nc3nn(Cc4cccc5ccccc45)cc3c3nc(-c4ccco4)nn23)cc1,5.49,Ki,pKi(nM),-3.51
O=C(Nc1cccc(Cl)c1)Nc1nc2nn(CCc3c(Br)cc(Br)cc3Br)cc2c2nc(-c3ccco3)nn12,5.44,Ki,pKi(nM),-3.56
COc1ccc(NC(=O)Nc2nc3nn(CCc4c(Br)cc(Br)cc4Br)cc3c3nc(-c4ccco4)nn23)cc1,5.69,Ki,pKi(nM),-3.31
COc1ccc(NC(=O)Nc2nc3nn(CC=C(C)C)cc3c3nc(-c4ccco4)nn23)cc1,5.99,Ki,pKi(nM),-3.01
CC(C)=CCn1cc2c(nc(N)n3nc(-c4ccco4)nc23)n1,9.1,Ki,pKi(nM),0.1
CC(C)CCn1cc2c(nc(N)n3nc(-c4ccco4)nc23)n1,9.11,Ki,pKi(nM),0.11
CC(C)(C)n1cc2c(nc(NC(=O)Nc3cccc(Cl)c3)n3nc(-c4ccco4)nc23)n1,6.1,Ki,pKi(nM),-2.9
COc1ccc(NC(=O)Nc2nc3nn(C(C)(C)C)cc3c3nc(-c4ccco4)nn23)cc1,6.26,Ki,pKi(nM),-2.74
CC(C)(C)n1cc2c(nc(N)n3nc(-c4ccco4)nc23)n1,7.35,Ki,pKi(nM),-1.65
CCCCn1cc2c(nc(N)n3nc(-c4ccco4)nc23)n1,8.8,Ki,pKi(nM),-0.2
C=Cn1cc2c(nc(NC(=O)Nc3ccc(OC)cc3)n3nc(-c4ccco4)nc23)n1,6.75,Ki,pKi(nM),-2.25
Cn1cc2c(nc(N)n3nc(-c4ccco4)nc23)n1,8.55,Ki,pKi(nM),-0.45
O=C(Nc1cccc(Cl)c1)Nc1nc2n[nH]cc2c2nc(-c3ccco3)nn12,6.61,Ki,pKi(nM),-2.39
COc1ccc(NC(=O)Nc2nc3n[nH]cc3c3nc(-c4ccco4)nn23)cc1,6.28,Ki,pKi(nM),-2.72
CCCn1cc2c(nc(NC(=O)Nc3cccc(Cl)c3)n3nc(-c4ccco4)nc23)n1,5.91,Ki,pKi(nM),-3.09
CCCn1cc2c(nc(NC(=O)Nc3ccc(OC)cc3)n3nc(-c4ccco4)nc23)n1,6.85,Ki,pKi(nM),-2.15
CCn1cc2c(nc(NC(=O)Nc3cccc(Cl)c3)n3nc(-c4ccco4)nc23)n1,6.74,Ki,pKi(nM),-2.26
CCn1cc2c(nc(NC(=O)Nc3ccc(OC)cc3)n3nc(-c4ccco4)nc23)n1,5.98,Ki,pKi(nM),-3.02
Cn1cc2c(nc(NC(=O)Nc3cccc(Cl)c3)n3nc(-c4ccco4)nc23)n1,5.92,Ki,pKi(nM),-3.08
COc1ccc(NC(=O)Nc2nc3nn(C)cc3c3nc(-c4ccco4)nn23)cc1,5.86,Ki,pKi(nM),-3.14
CCCCn1cc2c(nc(NC(=O)Nc3ccccc3)n3nc(-c4ccco4)nc23)n1,6.83,Ki,pKi(nM),-2.17
Cn1cc2c(nc(NC(=O)Nc3ccccc3)n3nc(-c4ccco4)nc23)n1,6.42,Ki,pKi(nM),-2.58
CCCCn1cc2c(nc(NC(=O)Cc3ccccc3)n3nc(-c4ccco4)nc23)n1,6.4,Ki,pKi(nM),-2.6
CCCn1cc2c(nc(NC(=O)Cc3ccccc3)n3nc(-c4ccco4)nc23)n1,6.51,Ki,pKi(nM),-2.49
CCn1cc2c(nc(NC(=O)Cc3ccccc3)n3nc(-c4ccco4)nc23)n1,6.47,Ki,pKi(nM),-2.53
Cn1cc2c(nc(NC(=O)Cc3ccccc3)n3nc(-c4ccco4)nc23)n1,6.37,Ki,pKi(nM),-2.63
CCCCn1cc2c(nc(NC(=O)Nc3ccc(Cl)cc3)n3nc(-c4ccco4)nc23)n1,6.95,Ki,pKi(nM),-2.05
CCCCn1cc2c(nc(NC(=O)Nc3ccccc3Cl)n3nc(-c4ccco4)nc23)n1,7.0,Ki,pKi(nM),-2.0
CCCCn1cc2c(nc(NC(=O)Nc3ccc([N+](=O)[O-])cc3)n3nc(-c4ccco4)nc23)n1,6.3,Ki,pKi(nM),-2.7
CCCCn1cc2c(nc(NC(=O)Nc3ccc4c(c3)OCO4)n3nc(-c4ccco4)nc23)n1,6.42,Ki,pKi(nM),-2.58
CCCCn1cc2c(nc(NC(=O)Nc3ccc(Cl)c(Cl)c3)n3nc(-c4ccco4)nc23)n1,6.31,Ki,pKi(nM),-2.69
CCCn1cc2c(nc(NC(=O)Nc3ccc(Cl)cc3)n3nc(-c4ccco4)nc23)n1,6.85,Ki,pKi(nM),-2.15
CCCn1cc2c(nc(NC(=O)Nc3ccccc3Cl)n3nc(-c4ccco4)nc23)n1,6.92,Ki,pKi(nM),-2.08
CCCn1cc2c(nc(NC(=O)Nc3cccc(OC)c3)n3nc(-c4ccco4)nc23)n1,6.95,Ki,pKi(nM),-2.05
CCCn1cc2c(nc(NC(=O)Nc3ccccc3OC)n3nc(-c4ccco4)nc23)n1,7.0,Ki,pKi(nM),-2.0
CCCn1cc2c(nc(NC(=O)Nc3ccc([N+](=O)[O-])cc3)n3nc(-c4ccco4)nc23)n1,5.95,Ki,pKi(nM),-3.05
CCCn1cc2c(nc(NC(=O)Nc3ccc4c(c3)OCO4)n3nc(-c4ccco4)nc23)n1,6.18,Ki,pKi(nM),-2.82
CCCn1cc2c(nc(NC(=O)Nc3ccc(Cl)c(Cl)c3)n3nc(-c4ccco4)nc23)n1,6.4,Ki,pKi(nM),-2.6
CCn1cc2c(nc(NC(=O)Nc3ccc(Cl)cc3)n3nc(-c4ccco4)nc23)n1,6.8,Ki,pKi(nM),-2.2
CCn1cc2c(nc(NC(=O)Nc3ccccc3Cl)n3nc(-c4ccco4)nc23)n1,6.82,Ki,pKi(nM),-2.18
CCn1cc2c(nc(NC(=O)Nc3cccc(OC)c3)n3nc(-c4ccco4)nc23)n1,6.85,Ki,pKi(nM),-2.15
CCn1cc2c(nc(NC(=O)Nc3ccccc3OC)n3nc(-c4ccco4)nc23)n1,6.88,Ki,pKi(nM),-2.12
CCn1cc2c(nc(NC(=O)Nc3ccc([N+](=O)[O-])cc3)n3nc(-c4ccco4)nc23)n1,6.21,Ki,pKi(nM),-2.79
CCn1cc2c(nc(NC(=O)Nc3ccc4c(c3)OCO4)n3nc(-c4ccco4)nc23)n1,6.24,Ki,pKi(nM),-2.76
CCn1cc2c(nc(NC(=O)Nc3ccc(Cl)c(Cl)c3)n3nc(-c4ccco4)nc23)n1,6.45,Ki,pKi(nM),-2.55
Cn1cc2c(nc(NC(=O)Nc3ccc(Cl)cc3)n3nc(-c4ccco4)nc23)n1,6.74,Ki,pKi(nM),-2.26
Cn1cc2c(nc(NC(=O)Nc3ccccc3Cl)n3nc(-c4ccco4)nc23)n1,6.7,Ki,pKi(nM),-2.3
COc1cccc(NC(=O)Nc2nc3nn(C)cc3c3nc(-c4ccco4)nn23)c1,6.8,Ki,pKi(nM),-2.2
COc1ccccc1NC(=O)Nc1nc2nn(C)cc2c2nc(-c3ccco3)nn12,6.74,Ki,pKi(nM),-2.26
Cn1cc2c(nc(NC(=O)Nc3ccc(C(F)(F)F)cc3)n3nc(-c4ccco4)nc23)n1,6.85,Ki,pKi(nM),-2.15
Cn1cc2c(nc(NC(=O)Nc3ccc(F)cc3)n3nc(-c4ccco4)nc23)n1,6.92,Ki,pKi(nM),-2.08
Cn1cc2c(nc(NC(=O)Nc3ccc(Br)cc3)n3nc(-c4ccco4)nc23)n1,7.0,Ki,pKi(nM),-2.0
Cc1ccc(NC(=O)Nc2nc3nn(C)cc3c3nc(-c4ccco4)nn23)cc1,6.96,Ki,pKi(nM),-2.04
Cn1cc2c(nc(NC(=O)Nc3ccc([N+](=O)[O-])cc3)n3nc(-c4ccco4)nc23)n1,6.16,Ki,pKi(nM),-2.84
Cn1cc2c(nc(NC(=O)Nc3ccc4c(c3)OCO4)n3nc(-c4ccco4)nc23)n1,6.17,Ki,pKi(nM),-2.83
Cn1cc2c(nc(NC(=O)Nc3ccc(Cl)c(Cl)c3)n3nc(-c4ccco4)nc23)n1,6.84,Ki,pKi(nM),-2.16
O=C(Cc1ccc(-c2ccccc2)cc1)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12,6.59,Ki,Ki,256.0
O=C(Cc1c(Cl)cccc1Cl)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12,6.73,Ki,Ki,186.0
O=C(COc1ccc(Cl)cc1)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12,7.57,Ki,Ki,27.2
